gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
FAM167B	29	19	13	17	13	22	5	2	0	8	8	66	57	1	0
LCK	5199	7115	4510	1432	714	3728	0	0	2	0	1	522	383	0	0
BSDC1	1920	1767	1694	1090	362	1339	1888	2160	1945	2287	2780	221	172	1324	1591
TSSK3	122	53	84	68	21	62	38	39	33	50	76	30	27	34	45
ZBTB8OS	409	461	479	225	94	251	259	341	242	282	441	137	125	156	207
TMEM54	42	27	31	29	3	18	630	458	448	596	660	22	23	434	422
HMGB4	0	0	0	0	0	0	0	0	1	0	0	30	39	0	0
GJB4	0	0	1	0	4	0	0	0	0	3	0	43	41	0	0
GJA4	416	1108	503	503	131	710	0	0	0	0	2	39	30	0	0
KIAA0319L	932	870	811	477	248	601	560	611	578	645	790	315	332	600	650
NCDN	380	416	377	223	99	352	777	945	788	986	1080	196	166	634	721
PSMB2	694	770	766	364	126	550	1522	1651	1398	1828	2287	45	37	1032	1326
LOC101087079	668	471	494	405	170	355	590	675	485	644	738	133	130	416	565
THRAP3	5730	5302	5303	3261	1126	3942	4140	4667	3776	4824	6600	890	658	2871	3358
GRIK3	4	1	5	7	16	4	5	2	3	0	1	102	152	5	3
SNIP1	891	789	959	505	194	683	589	626	483	600	787	112	66	353	380
GNL2	599	503	547	288	139	412	1116	1205	928	1241	1672	273	224	858	1015
CC1H1orf109	396	500	366	177	68	355	283	374	310	342	431	91	90	308	368
FHL3	323	600	563	295	49	294	629	438	382	880	996	27	35	362	378
UTP11	364	380	385	191	68	244	572	719	572	750	948	94	94	420	492
MYCBP	291	242	359	137	67	177	156	122	82	132	204	51	83	221	270
NDUFS5	1057	869	1099	568	194	683	1397	1693	1500	1690	2112	131	97	1402	1791
NT5C1A	1	2	6	11	29	3	7	5	7	12	15	188	187	5	2
PPIE	2058	2113	1688	875	370	1571	999	1164	940	1103	1218	222	193	651	812
TRIT1	390	383	373	224	103	260	250	313	227	309	368	215	235	131	162
RLF	1983	1957	1638	1092	416	1341	1235	1142	916	1570	2088	213	176	649	737
ZMPSTE24	1194	1492	1208	570	259	955	2593	2344	1894	2510	3505	285	239	1932	2382
IQCC	348	268	229	155	52	162	188	214	163	258	316	84	85	128	137
DCDC2B	180	76	99	85	34	63	23	16	15	18	20	107	139	14	19
TMEM234	403	382	370	248	83	258	213	269	249	352	431	82	91	205	202
TMCO2	3	5	1	1	2	0	0	0	0	2	1	26	32	0	0
GUCA2B	1	0	5	0	2	1	1	0	1	1	0	26	19	0	0
GUCA2A	6	7	4	2	3	3	1	0	1	0	0	43	23	0	0
PPCS	779	714	770	268	151	527	450	565	486	571	799	105	111	365	450
CLDN19	7	4	5	5	9	9	5	0	1	1	0	89	105	0	0
P3H1	416	437	353	187	77	276	2335	2354	2111	2817	3493	109	133	1939	2282
SLC2A1	174	166	132	51	30	85	1397	1365	1234	3269	4263	101	92	847	995
LOC101095757	2	1	0	1	5	1	0	0	0	0	0	50	56	0	0
EBNA1BP2	609	701	578	330	156	458	1064	1042	807	1250	1473	155	119	595	756
CDC20	58	67	93	65	26	54	86	11	7	61	59	155	164	8	7
SZT2	1582	1248	1230	955	428	975	445	539	469	520	583	898	865	262	342
LOC101101398	0	0	1	0	4	0	0	0	0	0	0	27	68	0	0
DPH2	335	336	354	165	50	289	289	288	270	371	432	80	66	256	242
ATP6V0B	1229	949	1540	708	340	947	1381	1652	1424	1621	1987	98	167	807	878
B4GALT2	60	40	43	26	25	33	487	570	555	830	911	102	73	451	463
ERI3	439	410	421	234	105	312	841	1070	901	1157	1339	159	137	734	784
TMEM53	14	57	50	71	20	9	21	18	38	29	48	59	67	14	17
RPS8	20368	18101	22547	13227	4230	16007	25966	23432	20138	29575	36412	1183	651	14472	16847
PLK3	458	343	499	150	89	280	147	122	101	134	183	155	143	64	90
BTBD19	90	60	100	50	39	78	243	310	214	277	344	133	126	194	158
HPDL	3	7	1	0	6	2	9	9	4	16	11	30	44	8	9
MUTYH	702	692	639	291	105	449	111	120	126	165	176	76	103	62	79
TESK2	171	255	166	92	56	133	48	52	43	61	80	145	161	32	60
TOE1	352	325	324	158	79	214	316	420	347	425	545	119	95	223	267
MMACHC	26	27	26	20	11	16	34	37	43	41	57	70	84	22	27
PRDX1	2584	3180	2957	1653	590	2465	21597	14150	12188	16244	21996	408	237	17421	20837
LOC101093034	0	0	1	1	2	3	0	0	0	0	0	17	33	0	0
LURAP1	287	353	189	47	41	120	25	39	32	53	51	130	174	61	60
NSUN4	229	198	167	124	55	133	107	127	97	132	195	167	152	88	99
FAAH	57	106	74	21	35	66	28	25	22	12	36	250	292	20	19
TEX38	3	0	5	4	7	1	0	2	2	0	0	45	35	0	0
TRABD2B	3	4	2	6	17	2	235	122	94	216	201	135	202	77	106
SLC5A9	6	11	7	9	23	4	0	2	0	0	0	128	120	1	1
HECTD3	1581	1420	1397	635	286	902	837	915	758	827	998	273	330	660	837
CC1H1orf185	43	33	64	25	7	18	12	11	7	13	15	17	19	14	20
RNF11	23064	24102	23943	15649	7851	22545	5817	7345	5849	6790	8772	63	59	5064	6128
TXNDC12	688	733	732	331	160	543	1771	1753	1472	1757	2267	48	48	1126	1498
KTI12	372	405	321	165	70	249	258	250	217	282	346	43	42	171	219
LOC101091387	1	0	1	0	0	0	0	0	0	0	0	10	17	0	0
GPX7	1	0	2	1	3	2	54	91	82	70	101	57	68	53	49
LOC101091887	58	63	56	35	25	50	126	153	117	165	205	53	35	81	90
ECHDC2	27	18	16	11	14	9	200	409	319	223	258	158	176	147	176
CPT2	275	285	326	171	79	251	942	1160	927	1194	1456	63	82	1038	1147
CC1H1orf123	1438	1594	1644	823	343	1453	1263	1614	1411	1317	1634	119	121	1318	1548
MAGOH	399	503	446	243	93	342	249	267	201	295	352	131	109	180	202
TCEANC2	315	351	307	172	93	199	303	486	399	370	462	217	204	233	287
MRPL37	367	320	353	199	81	318	721	854	676	1128	1319	136	139	592	768
TTC4	973	986	901	584	186	667	1231	1316	1149	1327	1609	130	104	899	1044
C8B	2	0	0	3	8	1	0	0	0	0	0	88	73	0	0
NFIA	206	178	155	92	63	71	158	259	163	184	231	190	213	209	244
EFCAB7	180	161	151	86	39	75	290	381	313	319	392	62	68	223	308
DNAJC6	1115	1795	1238	669	384	1179	2	1	0	2	0	171	184	5	3
TCTEX1D1	0	3	1	1	7	1	2	8	2	0	2	21	16	0	0
WDR78	136	125	143	95	40	91	122	171	137	119	180	120	126	111	120
WLS	317	270	203	118	90	216	7184	5078	4461	5819	7496	115	108	3224	4174
RPE65	2	1	0	4	6	5	2	0	0	0	6	78	93	3	3
DEPDC1	72	53	75	60	35	50	36	4	2	18	39	94	92	3	3
ZYG11A	7	10	9	5	18	8	22	32	21	7	12	86	91	20	26
LEXM	3	2	0	3	13	0	0	0	3	0	1	46	62	0	0
PLPP3	28	37	58	42	15	35	2577	3229	2647	2131	2612	172	187	2295	2168
CTH	67	70	79	41	23	55	56	67	33	114	152	92	85	23	28
NEGR1	1	0	3	3	10	3	654	1407	1218	350	466	49	58	617	799
LRRIQ3	0	6	1	3	3	0	30	19	28	20	34	21	23	7	8
LOC101085560	66	136	62	21	28	77	2	10	7	6	6	110	147	1	1
FPGT	399	477	352	133	63	279	377	561	422	351	458	23	32	198	212
TYW3	101	99	67	42	30	45	316	452	326	288	379	50	50	250	311
RABGGTB	1481	1465	1448	521	227	1121	1999	2217	1615	1934	2601	111	69	1213	1524
ASB17	1	0	3	3	3	2	0	0	0	0	0	8	7	0	0
PIGK	1180	1320	1187	703	297	979	2334	2934	2251	2527	3428	134	116	1996	2544
GIPC2	53	45	35	28	26	45	0	2	1	0	3	45	34	3	1
ADGRL4	1	1	1	2	11	4	0	0	1	0	1	65	63	0	0
LOC101096750	9	4	3	5	6	2	1	0	0	0	1	60	65	0	0
RPF1	1110	942	1027	536	210	664	969	1115	938	1151	1511	108	65	692	750
CC1H1orf52	757	723	695	335	149	537	601	652	543	776	955	134	114	289	330
CYR61	4	8	3	7	14	6	14976	17331	15786	20803	24755	34	43	11459	13790
CLCA2	7	22	21	16	12	6	2	1	0	0	0	100	126	0	0
CLCA1	5	4	6	1	19	3	0	0	0	0	0	89	126	0	0
SELENOF	3678	5267	4945	2914	1023	3594	4533	4477	3506	4800	6520	121	58	3767	4920
HS2ST1	493	639	467	311	107	459	1283	1321	1187	1484	2079	127	121	925	1117
LOC101082424	11835	16988	11149	3834	2393	9424	82	994	788	196	309	1020	729	308	393
LOC101082677	5667	13987	5638	1844	1325	7357	50	75	65	40	71	1436	934	157	231
LOC101086076	835	685	790	655	167	554	146	150	119	168	192	89	113	75	68
CC1H1orf146	10	10	11	17	9	7	17	20	20	33	39	28	36	9	23
MTF2	1446	1230	1197	823	264	938	336	336	232	444	597	141	93	154	176
IFI44	3296	6782	2679	632	1104	3534	321	640	506	365	514	67	64	374	471
LOC101093450	2	3	3	3	7	0	0	0	0	1	1	41	72	0	0
LOC101093951	91	126	62	17	27	71	43	57	37	34	47	90	86	43	70
TMED5	2844	2763	2680	1255	621	2166	1655	1939	1445	1632	2193	168	110	1416	1786
DR1	1605	1500	1476	791	347	1123	2175	2089	1572	2118	2863	66	68	1206	1349
BCAR3	162	70	119	150	62	133	669	966	841	781	946	179	229	669	675
ABCD3	1051	957	987	530	235	758	1692	1653	1300	2021	2872	205	201	1792	2134
ALG14	52	41	60	28	15	27	336	372	283	303	408	52	48	143	167
PALMD	316	595	517	39	36	87	3	1	0	0	2	73	99	4	1
SASS6	718	761	728	396	180	544	55	50	44	43	66	99	89	11	22
TRMT13	769	732	626	321	129	446	380	512	395	449	608	78	70	193	307
DBT	493	563	520	258	88	407	694	921	735	647	858	47	79	350	460
VCAM1	1	2	3	5	7	0	155	1475	1323	246	482	68	103	36	34
SLC30A7	562	515	515	275	132	361	1525	1605	1341	1565	2076	74	59	954	1100
AMY2B	165	189	179	151	46	126	41	180	112	40	63	93	75	20	26
SLC25A24	625	561	884	435	118	535	1374	1300	1059	1359	1821	188	162	1078	1422
FAM102B	483	489	465	278	123	345	37	158	111	39	52	160	120	28	30
PRPF38B	1681	1294	1320	566	240	828	574	633	452	682	782	562	341	301	364
TAF13	244	244	193	94	58	160	274	335	247	305	574	85	75	228	225
TMEM167B	806	876	738	338	199	572	1977	2094	1614	1974	2652	70	70	1303	1625
CELSR2	254	220	212	87	94	155	30	29	23	45	48	363	429	25	32
PSMA5	752	740	744	346	162	558	1031	1120	856	1250	1718	187	151	788	909
LOC101099231	303	260	294	115	81	207	276	414	386	343	397	158	218	279	300
GNAI3	3827	3360	4040	2340	840	2863	5512	5553	4524	6654	9064	346	249	4741	5795
GSTM3	0	8	3	2	5	2	3120	3101	2897	623	732	65	78	822	1015
RBM15	708	619	591	410	165	498	371	389	351	493	570	255	181	235	268
LAMTOR5	373	444	449	266	101	385	944	1010	908	1009	1370	34	28	699	911
PROK1	1	1	1	1	4	2	0	0	1	0	0	45	74	0	0
KCNA10	24	19	12	5	8	8	0	0	0	0	0	53	50	1	0
LRIF1	544	451	377	262	111	256	255	312	224	263	343	119	68	244	239
LOC101092952	0	0	1	1	4	0	0	0	0	0	0	66	60	0	0
FAM212B	272	774	336	237	76	391	295	484	437	356	427	92	70	801	1041
CAPZA1	6449	5898	6832	3424	1459	4976	8487	9468	7681	11772	15338	634	387	7678	9777
PPM1J	43	25	25	14	17	11	32	31	35	66	44	103	104	56	68
LRIG2	1475	1292	1196	747	305	908	1345	1860	1484	1448	1884	228	279	960	1041
OLFML3	44	39	41	12	17	24	1549	1449	1254	2085	2706	116	112	1959	2124
DCLRE1B	72	37	70	43	20	42	93	84	73	89	125	82	73	77	83
MAN1A2	859	845	736	444	172	574	2335	2598	2130	2661	3486	192	161	1688	2052
TBX15	1	1	3	2	6	3	1168	1799	1539	1794	2138	173	221	1750	2201
WARS2	139	103	127	87	44	81	178	179	177	203	228	54	57	101	94
HAO2	1	2	1	3	11	2	1	2	1	1	1	73	111	0	0
PHGDH	280	357	259	161	60	241	2466	2098	1994	3424	3836	283	250	1230	1247
SEC22B	1280	1227	1276	503	223	848	3764	4351	3560	4626	6093	120	94	3133	3823
GJA5	0	0	2	2	12	3	1	1	0	7	6	84	114	0	0
RNF115	1936	1916	2080	1175	447	1391	3509	4672	3801	4082	5528	227	240	2807	3490
POLR3C	698	674	706	358	144	520	728	993	832	723	925	145	139	430	518
ITGA10	11	5	12	13	28	4	83	90	95	89	126	271	303	7	19
POLR3GL	874	973	858	249	93	392	357	367	285	526	568	626	423	205	326
TXNIP	30549	55214	31580	7543	3983	16507	1426	3392	2807	2222	3249	329	266	908	1171
BOLA1	178	155	165	57	35	130	92	117	113	107	140	77	87	73	101
SV2A	1435	1966	1074	227	169	819	9	5	3	3	6	218	287	3	1
VPS45	358	322	357	228	126	303	411	562	451	582	891	163	186	483	546
APH1A	1276	1273	1354	739	316	1201	1786	1854	1646	1992	2393	114	142	1245	1355
CIART	7	6	3	3	13	2	34	40	33	31	53	148	207	16	28
ENSA	2113	2236	2353	1317	457	1670	1230	1404	1147	1522	1927	179	130	1307	1570
PRUNE1	335	312	351	258	62	226	306	370	323	381	529	233	244	157	202
TNFAIP8L2	540	502	571	192	125	401	49	93	95	55	61	19	25	27	21
LYSMD1	354	300	247	125	64	214	395	454	373	469	597	66	78	204	249
SCNM1	302	322	306	159	54	217	342	349	325	413	490	116	82	187	253
PSMB4	1664	1653	1733	826	386	1380	2861	3266	2980	3580	4069	129	103	2251	2590
RIIAD1	21	49	46	17	9	28	292	303	229	346	462	61	38	255	266
THEM5	0	3	1	2	1	0	0	0	0	1	4	71	85	2	0
S100A11	2889	991	2222	1599	999	1682	2502	3553	2917	3616	4499	299	226	3462	4067
CC1H1orf68	0	0	1	1	4	0	0	0	0	0	0	21	40	0	0
POLR2D	445	394	435	200	80	284	425	462	389	483	630	70	42	340	402
ERCC3	674	610	568	330	137	473	1086	1320	1213	1499	1789	229	160	982	1193
GYPC	615	446	476	560	158	486	545	950	820	787	850	47	25	110	114
TSN	1022	898	871	545	253	780	787	918	810	1121	1559	104	120	570	738
RALB	1733	1489	1756	764	438	1080	1077	1241	987	1675	2098	121	112	843	1020
TMEM185B	1680	1741	1405	730	255	1278	496	501	448	615	694	61	35	248	327
DBI	382	345	495	228	100	330	652	672	547	640	941	36	28	643	695
INSIG2	328	268	384	164	120	188	415	498	392	492	749	64	98	287	398
INHBB	1	2	1	0	9	3	237	105	104	425	496	63	81	200	250
TMEM37	11	13	12	1	4	4	3	4	0	0	1	32	28	3	9
GPR39	12	43	15	10	10	11	1	0	2	0	1	61	37	0	0
LCT	155	76	112	112	73	66	35	20	15	41	47	477	511	11	16
MCM6	478	440	458	336	150	371	151	37	36	152	249	565	312	19	23
EPC2	2574	2402	2184	1172	440	1731	981	1239	993	1177	1574	151	135	604	775
TNFAIP6	3	3	7	1	3	2	286	58	42	286	470	39	37	41	73
ARL5A	4391	3175	4082	1759	987	2728	5585	5393	4171	5106	6343	185	183	2447	3354
CACNB4	194	78	167	151	75	82	36	10	9	1	2	105	199	0	1
STAM2	1481	1325	1555	908	387	906	1528	1606	1243	1726	2312	186	152	1259	1531
ARL6IP6	706	633	731	408	168	547	739	818	666	773	1044	122	85	440	511
KCNJ3	3	10	5	5	12	2	1	2	0	1	4	87	88	0	1
GALNT5	3	0	1	2	11	0	33	64	42	76	83	147	151	39	36
GCA	1389	1740	1243	589	291	970	125	190	127	173	255	66	65	101	147
TTC21B	959	854	928	529	200	675	1168	1336	1062	1280	1834	112	146	857	1030
G6PC2	0	0	1	2	2	2	0	0	0	0	0	38	42	1	0
GORASP2	752	729	774	419	131	578	1994	2421	2072	2466	3102	137	104	1912	2252
LOC101089456	665	559	710	162	63	331	3581	4840	3721	2074	2826	83	88	3986	4612
HAT1	698	638	658	378	135	507	822	932	738	999	1277	116	69	643	847
METAP1D	213	156	127	94	29	119	290	364	279	316	425	92	76	191	238
DLX1	0	1	0	0	4	1	46	56	53	94	96	99	89	101	135
DLX2	1	1	0	0	2	3	46	95	93	62	74	36	22	101	106
PDK1	2152	1907	2157	1535	521	2108	2928	2903	2348	2737	3791	88	73	1775	2198
CIR1	533	514	583	420	128	355	535	444	317	585	669	157	102	302	334
CHRNA1	3	4	2	54	18	4	6	0	1	10	2	104	105	8	6
ATP5MC3	899	721	854	441	200	689	1831	1651	1459	2111	2856	40	34	1675	2082
LNPK	549	496	541	316	88	366	1112	1316	1027	1222	1556	91	79	686	957
HOXD10	4	4	7	1	7	4	6	14	11	5	8	209	252	0	1
PDE11A	6	8	14	5	13	9	2	2	4	2	2	129	119	0	4
RBM45	1988	1840	1823	916	399	1258	1196	1339	1081	1486	1953	143	135	833	1064
ITGA4	21547	20666	20336	11994	4694	13931	871	672	506	655	959	342	289	223	269
NEUROD1	2	1	3	0	4	0	0	0	0	0	0	37	68	0	0
FRZB	2	0	4	3	7	2	5	109	87	6	13	61	86	1	1
DUSP19	168	119	117	47	72	125	355	431	346	411	530	28	18	243	348
NUP35	501	557	571	376	133	401	357	337	288	373	548	66	66	172	224
ZC3H15	1706	1538	1642	901	298	1052	1913	1983	1557	2164	2955	318	227	1374	1585
HOXD1	1	0	2	0	7	0	0	1	0	2	1	15	29	1	0
LOC101094614	1	0	2	0	2	1	0	0	0	0	0	2	8	0	0
COL3A1	6	2	2	3	22	4	266129	343811	291796	214952	249754	140	172	65792	80739
COL5A2	8	6	7	8	17	3	172585	159281	136658	235525	283117	222	295	52337	60558
LOC101080649	818	1019	875	359	184	660	909	1275	996	1069	1518	65	77	649	849
MSTN	1	0	0	0	1	0	0	0	0	0	0	34	50	0	0
NABP1	3020	2492	2634	893	359	1391	567	381	297	445	553	277	182	483	620
CAVIN2	51373	45925	62419	35605	13387	40729	2034	2370	2173	1931	2442	113	150	1170	1393
HECW2	114	72	76	56	49	56	12	25	17	22	32	381	398	14	11
GTF3C3	1293	1170	1235	569	224	815	1350	1606	1329	1412	1792	214	159	512	763
SF3B1	16113	13196	13377	8550	3088	9470	4688	5128	4128	5858	7598	1195	747	2942	3811
MARS2	96	88	75	38	27	54	75	81	101	113	113	39	33	57	45
NDUFB3	251	262	294	127	63	184	382	517	446	445	487	42	20	266	380
BMPR2	3203	2115	2485	2006	910	1866	4328	5062	3748	4786	5758	195	170	2111	2551
EEF1B2	2948	2634	3115	2036	652	2050	4606	4546	3737	4823	6766	720	433	3413	3967
LOC101093630	0	0	0	0	1	0	0	0	0	0	0	34	35	0	0
PTH2R	19	9	19	9	14	4	75	243	200	86	109	87	83	77	97
ACADL	3	11	10	9	6	5	219	154	118	118	142	64	48	39	45
ATIC	1189	795	1103	976	274	715	1724	2420	1989	2076	3067	185	119	1480	1619
FN1	735	305	1568	857	473	589	528675	537607	456664	1065528	1444301	652	624	666858	701287
IGFBP5	5	3	6	7	17	0	125	190	165	343	504	102	163	380	390
CATIP	4	2	3	2	7	2	0	0	0	1	0	69	62	0	0
RNF25	175	159	185	127	40	119	308	301	299	404	527	89	122	284	244
STK36	45	29	33	36	38	25	122	135	103	136	151	350	380	65	111
LOC101091962	2	3	2	2	6	0	204	331	288	363	364	79	98	102	124
WNT10A	24	15	18	8	15	22	0	0	1	2	1	54	33	0	0
TUBA4A	4119	4206	3873	2085	989	4495	64	33	33	55	88	138	95	397	408
DNAJB2	3932	4065	2984	1769	812	4491	992	1344	1233	1363	1647	282	246	885	960
DES	11	5	15	2	19	8	12	12	9	25	28	103	121	184	252
INHA	1	1	2	2	5	1	0	0	0	0	0	8	10	0	0
FARSB	473	474	540	316	115	423	968	1204	1062	1603	2196	120	116	857	1053
MRPL44	341	396	384	216	97	286	687	685	609	598	823	38	34	479	503
FAM124B	2	7	0	6	9	3	0	0	0	0	0	53	75	0	0
TM4SF20	8	6	8	6	8	2	2	0	3	2	1	56	78	2	2
FBXO36	6	2	0	4	11	4	13	28	24	17	20	49	82	14	24
SPATA3	1	0	1	0	2	0	1	0	0	0	0	24	36	0	0
HTR2B	22	9	23	36	18	19	4	13	3	10	5	49	53	58	91
NCL	3229	3002	2901	1711	492	2140	3569	3762	3013	4637	4788	2619	1480	2083	2565
NPPC	0	3	0	5	4	3	0	0	0	1	0	20	25	0	0
CHRND	4	4	7	5	5	3	0	1	2	1	2	87	105	1	3
CHRNG	27	10	16	11	13	20	4	6	0	5	1	70	102	0	3
SAG	76	47	47	33	26	13	0	4	0	7	12	115	139	0	0
SPP2	0	0	1	1	8	1	15	1	0	0	0	29	28	0	1
CAPN10	626	519	565	221	133	474	223	219	219	201	261	156	133	160	184
THAP4	350	366	337	194	71	282	426	443	353	642	712	115	92	315	395
MCM3AP	3986	3557	3598	2362	853	2939	3615	4460	3780	4533	5619	723	596	2609	2982
UBASH3A	2183	2507	1650	391	315	1355	0	1	0	0	0	420	331	0	0
KCNJ6	5	2	0	1	11	2	0	0	0	0	1	138	132	0	0
CLDN14	3	0	1	3	4	1	0	0	0	0	0	25	51	1	0
CBR3	62	51	93	28	32	33	233	247	216	176	216	66	54	252	257
LOC101083875	2	0	0	0	8	1	0	0	0	0	0	35	38	0	0
CRYZL1	451	346	467	428	162	239	171	206	154	197	253	153	131	120	129
ATP5PO	2233	2489	2893	1375	546	1811	3102	3567	3005	3719	4740	90	83	2921	3554
IL10RB	679	806	981	549	187	500	1974	1719	1575	1795	2286	98	67	1189	1607
LOC101094945	1	0	0	0	1	1	0	0	0	0	0	21	17	0	0
LOC101095431	0	0	0	0	2	0	0	0	0	0	0	21	14	0	0
LOC101096407	3	0	0	0	2	0	0	0	0	0	0	16	24	0	0
LOC101096663	0	0	1	0	2	0	0	0	0	0	0	48	60	0	0
MAP3K7CL	357	530	126	39	82	311	2	19	17	6	4	81	128	4	9
CCT8	1667	1623	1902	710	283	1142	6778	7097	5764	6902	8909	319	205	5510	6813
CYYR1	7	1	1	1	5	1	0	0	1	0	0	38	45	1	0
LOC101083536	0	0	2	0	3	0	0	0	0	0	0	9	8	0	0
CLDN17	1	0	2	0	0	1	0	0	0	0	0	19	37	0	0
SAMSN1	1139	1427	1181	565	281	766	0	0	0	0	0	353	217	0	0
HSPA13	1011	1105	1069	470	162	767	2838	3005	2407	3146	4232	97	48	1817	2189
CHMP2B	725	773	635	376	163	482	1518	2012	1657	1730	2368	108	79	1417	1610
CC2H3orf38	1512	1230	1194	632	272	884	879	1105	904	1247	1629	111	103	854	1027
ARL13B	107	145	114	53	31	74	340	331	253	398	493	69	56	167	230
NSUN3	99	95	82	48	20	48	142	176	138	180	220	25	32	62	92
LOC101083026	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0
LOC101083537	0	1	1	1	2	0	0	0	0	1	0	3	3	0	0
LOC101089133	0	0	0	1	1	0	0	0	0	0	0	18	19	0	0
FILIP1L	248	60	183	107	68	78	878	564	452	1184	1778	146	160	311	367
TOMM70	1012	943	948	523	213	638	1638	1775	1546	2084	2712	142	68	1500	1802
TRMT10C	151	159	122	82	34	114	211	181	141	164	257	31	21	138	166
ZBTB11	2685	3100	2482	1499	502	1897	1129	1318	1065	1239	1615	223	141	676	863
CPOX	503	682	554	222	131	337	695	608	542	757	1107	228	145	394	488
LOC101098325	10	6	17	17	4	10	2	3	0	1	0	49	50	0	1
IFT57	1271	1179	1250	634	188	737	1099	1376	1102	1076	1494	147	89	1166	1549
CIP2A	100	75	77	55	36	42	126	87	69	150	197	141	147	48	69
GUCA1C	3	1	0	2	5	0	0	0	0	0	0	11	18	0	0
ABHD10	57	64	64	37	32	42	75	94	61	109	151	57	48	46	45
ATG3	738	653	816	421	204	482	651	742	719	880	1209	211	100	481	671
CCDC80	12	3	7	2	13	4	102405	78637	67108	89386	110575	128	134	39894	47562
NEPRO	240	199	266	118	51	180	300	272	256	321	444	53	57	159	223
NAA50	1791	1619	1796	964	371	1249	2428	2387	1836	3095	4477	167	102	1658	1950
GRAMD1C	15	17	15	13	14	10	2	2	3	1	3	113	111	4	2
GTPBP8	50	53	40	20	15	23	48	44	20	116	157	26	13	24	30
LOC101098816	2	0	1	1	0	0	0	0	0	0	0	10	13	0	0
UPK1B	2	3	4	1	3	3	187	347	314	140	164	79	92	215	289
ARHGAP31	513	373	635	150	158	243	4455	5317	4264	6355	8179	337	316	4077	4990
TMEM39A	344	374	365	191	73	263	673	692	675	854	1064	126	120	426	564
TIMMDC1	182	199	192	98	36	154	1192	1735	1481	1966	2711	58	63	1139	1292
POPDC2	15	9	14	29	15	5	0	4	4	4	4	120	139	8	7
FSTL1	77	131	89	23	29	79	123709	137204	113853	147180	177180	105	151	51322	64869
EAF2	119	122	139	96	15	109	2	2	2	4	6	26	34	2	5
CCDC58	149	140	130	91	33	64	227	175	157	245	331	34	27	98	192
DTX3L	1045	1246	831	841	509	886	92	82	67	101	169	101	116	70	71
PARP14	5959	9429	4480	1767	1550	5813	698	977	806	435	655	343	342	518	627
DIRC2	293	161	269	149	97	144	481	660	524	617	759	115	121	512	627
PDIA5	139	155	152	157	52	143	312	455	413	472	696	98	164	303	400
UMPS	469	484	438	268	90	376	670	644	535	692	932	135	125	391	486
SNX4	959	1005	992	567	246	693	3297	6095	4745	3311	4580	121	96	2484	3253
OSBPL11	1950	1568	2018	1580	714	1692	790	1013	803	931	1218	182	191	503	623
SLC51A	6	12	10	4	16	14	230	20	15	150	149	94	122	11	19
TCTEX1D2	26	18	25	4	6	12	98	71	75	109	144	26	28	48	76
TM4SF19	2	1	1	3	10	0	3	38	41	11	21	83	96	0	1
UBXN7	2091	1470	1455	1320	481	1039	1010	1154	900	1361	1861	269	253	637	808
LOC101080820	3	1	5	1	5	2	0	0	0	0	0	18	30	0	0
SMCO1	1	2	1	0	4	0	4	2	3	0	3	13	16	0	0
FBXO45	277	234	220	101	57	186	232	296	243	335	359	58	64	141	209
NRROS	2364	2180	2057	1139	399	1796	5	28	19	7	10	107	120	15	12
PAK2	2856	2164	2601	2606	820	1653	921	1142	896	1294	2164	612	382	865	879
BDH1	311	322	268	122	58	220	172	135	116	185	219	140	132	130	168
ACAP2	5531	4710	4874	3155	1162	3652	4566	4583	3849	3755	4941	276	246	2644	3190
OPA1	1673	1614	1632	914	367	1149	1777	1975	1601	2026	2573	249	263	1505	1879
WDR53	124	104	128	74	27	88	189	193	177	222	295	61	46	133	154
MB21D2	9	16	27	6	10	3	141	267	238	116	156	49	49	126	151
FGF12	131	111	149	93	44	95	28	13	14	54	73	91	106	38	50
CLDN16	1	2	2	1	14	0	0	0	0	0	0	46	57	0	0
CLDN1	0	0	1	3	7	2	30	3	7	39	58	45	51	10	15
SST	1	0	0	1	5	1	0	0	0	0	0	39	64	0	0
RTP1	6	8	5	17	7	9	0	0	0	0	0	58	69	0	0
RFC4	212	176	198	118	56	123	120	182	125	241	308	42	53	111	164
DNAJB11	665	719	697	363	143	482	1520	1464	1145	1694	2167	309	280	1047	1389
CRYGS	39	15	21	8	4	9	2	1	0	3	1	52	50	3	10
ETV5	7	1	4	2	11	3	523	524	446	304	444	105	127	520	625
TMEM207	1	2	2	2	17	0	1	0	0	0	0	41	36	0	0
SENP2	1230	1127	1119	719	300	981	1545	1784	1483	1944	2548	258	269	933	1045
TMEM41A	303	526	233	139	69	230	223	378	300	366	514	91	121	276	359
EHHADH	50	36	37	29	29	38	1535	1424	1111	1473	1987	63	111	192	274
POLR2H	248	245	227	145	51	162	225	277	220	283	425	53	39	211	295
FAM131A	369	363	322	157	80	334	144	206	185	176	224	126	119	130	123
ALG3	119	152	122	65	29	83	185	162	166	239	232	68	87	201	190
LOC101090040	2	0	1	3	18	2	11	15	17	11	22	92	110	9	11
KLHL6	638	1130	713	545	192	703	0	0	0	1	2	192	125	0	0
